"term","weight"
"主一无適",1
"煮粥焚须",1
"祝咽祝哽",1
"追风摄景",1
"谆谆不倦",1
"卓然不群",1
"斫琱为朴",1
"兹事体大",1
"足食足兵",1
"左家娇女",1
"佐饔得尝",1
"坐拥书城",1
"座无虚席",1
"凿饮耕食",1
"和光同尘",1
"正人君子",1
"知难而退",1
"蹇蹇匪躬",1
"见义敢为",1
"见德思齐",1
"建功立事",1
"剑胆琴心",1
"浆水不交",1
"降尊纡贵",1
"衔石填海",1
"洁己奉公",1
"解黏去缚",1
"金口玉音",1
"金石可开",1
"金城千里",1
"金刚怒目",1
"金碧荧煌",1
"金辉玉洁",1
"金璧辉煌",1
"谨终慎始",1
"锦篇绣帙",1
"锦囊还矢",1
"进退可度",1
"进旅退旅",1
"进种善群",1
"进贤进能",1
"惊才风逸",1
"惊喜交集",1
"井井有序",1
"京兆眉妩",1
"敬贤下士",1
"酒虎诗龙",1
"救火拯溺",1
"居安资深",1
"正义感",1
"志喜",1
"鹰扬虎视",1
"雍容雅步",1
"蝶粉蜂黄",1
"龙吟虎啸",1
"黄粱美梦",1
"何乐不为",1
"不平则鸣",1
"只可意会，不可言传",1
"新婚宴尔",1
"得意洋洋",1
"自我陶醉",1
"竖起脊梁",1
"饱雨",1
"比及",1
"必然",1
"辟邪",1
"鞭策",1
"洞如观火",1
"都俞吁咈",1
"独出新裁",1
"睹始知终",1
"断长续短",1
"断齑塊粥",1
"多能多艺",1
"恶衣粝食",1
"反风灭火",1
"方兴未已",1
"飞檐走壁",1
"废私立公",1
"分丝析缕",1
"奋武扬威",1
"丰功茂德",1
"低回",1
"嫡派",1
"调侃",1
"良家",1
"西施",1
"惜别",1
"洗尘",1
"仙逝",1
"纤纤",1
"贤契",1
"润饰",1
"嫂嫂",1
"晒暖儿",1
"善处",1
"善于",1
"商议",1
"赏脸",1
"上第",1
"上将",1
"上校",1
"袍泽",1
"配合",1
"撇脱",1
"燎若观火",1
"林下风范",1
"麟子凤雏",1
"灵心慧齿",1
"流水不腐，户枢不蝼",1
"流风馀韵",1
"流离播迁",1
"柳圣花神",1
"柳绿桃红",1
"六出奇计",1
"龙心凤肝",1
"龙威虎震",1
"龙飞虎跳",1
"龙翔虎跃",1
"龙精虎猛",1
"龙翰凤翼",1
"龙雕凤咀",1
"龙攀凤附",1
"龙跃虎踞",1
"镂心鉥肝",1
"镂金铺翠",1
"戮力同心",1
"陆离光怪",1
"露钞雪纂",1
"鸾飞凤翥",1
"鸾凤分飞",1
"论德使能",1
"马足龙沙",1
"麦秀两岐",1
"满坐风生",1
"没世不渝",1
"门墙桃李",1
"靡然向风",1
"鹘入鸦群",1
"化腐成奇",1
"涣若冰消",1
"黄人守日",1
"黄雀衔环",1
"晖光日新",1
"回生起死",1
"回邪入正",1
"讳树数马",1
"混然天成",1
"活龙鲜健",1
"豁然顿悟",1
"饥不暇食",1
"机杼一家",1
"鸡骨支床",1
"鹡鸰在原",1
"济人利物",1
"颊上三毛",1
"坚苦卓绝",1
"君子国",1
"娇客",1
"金箍棒",1
"金字招牌",1
"远虑深谋",1
"云中仙鹤",1
"云窗月帐",1
"允执其中",1
"早朝晏罢",1
"斩关夺隘",1
"昭聋发聩",1
"真知卓见",1
"枕善而居",1
"正视绳行",1
"枝叶扶苏",1
"直内方外",1
"委宛",1
"吐故纳新",1
"团头聚面",1
"推亡固存",1
"推乾就湿",1
"退食从容",1
"吞炭漆身",1
"脱天漏网",1
"弯腰捧腹",1
"完璧归赵",1
"忘餐废寝",1
"危言逆耳",1
"威风八面",1
"煨乾就湿",1
"违世绝俗",1
"嵬目鸿耳",1
"未可同日而语",1
"偎乾就湿",1
"温生绝裾",1
"温情蜜意",1
"文星高照",1
"文章巨公",1
"文深网密",1
"文韬武略",1
"闻所不闻",1
"问安视寝",1
"无可比伦",1
"无乎不可",1
"无名之璞",1
"无拘无缚",1
"无往不胜",1
"无胫而至",1
"无为而成",1
"铁人",1
"统帅",1
"头羊",1
"图腾崇拜",1
"推托",1
"民安物阜",1
"民膏民脂",1
"名公钜卿",1
"明月入怀",1
"明堂正道",1
"铭肤镂骨",1
"磨而不磷，涅而不缁",1
"目击道存",1
"沐日浴月",1
"囊锥露颖",1
"能言快语",1
"啮血沁骨",1
"浓桃艳李",1
"女中尧舜",1
"十世单传",1
"十发十中",1
"识才尊贤",1
"识微见几",1
"食不重肉",1
"食饥息劳",1
"视民如子",1
"视同拱璧",1
"誓死不渝",1
"適性任情",1
"手脚乾净",1
"首善之地",1
"输心服意",1
"鉥心刿肾",1
"水月观音",1
"水明山秀",1
"顺风行船",1
"四海皆兄弟",1
"带孝",1
"辩护",1
"表演艺术",1
"缤纷",1
"饼干",1
"伯祖",1
"博览会",1
"不如",1
"向学",1
"啸傲",1
"韶华",1
"神武",1
"哂纳",1
"升学",1
"生趣",1
"开展",1
"剿除",1
"阶级斗争",1
"金銮殿",1
"能事",1
"拥抱",1
"超级大国",1
"朝奉",1
"吃得住",1
"笔大如椽",1
"碧鬟红袖",1
"辩口利舌",1
"标新领异",1
"别开一格",1
"冰寒于水",1
"兵强则灭",1
"并容徧覆",1
"博闻强志",1
"不食烟火",1
"不爽累黍",1
"惨绿年华",1
"倡条冶叶",1
"长林丰草",1
"长戟高门",1
"远谋深算",1
"云中白鹤",1
"云容月貌",1
"云窗霞户",1
"允执厥中",1
"澡身浴德",1
"湛恩汪濊",1
"真金烈火",1
"枕籍经史",1
"正大堂皇",1
"脂膏莫润",1
"直言切谏",1
"妙想天开",1
"民淳俗厚",1
"名公巨卿",1
"明公正气",1
"明心见性",1
"鸣凤朝阳",1
"目不苟视",1
"拏风跃云",1
"难分难舍",1
"能牙利齿",1
"牛羊勿践",1
"鹏霄万里",1
"十光五色",1
"时亨运泰",1
"识时达务",1
"识变从宜",1
"事倍功半",1
"视人如伤",1
"视死犹归",1
"誓以皦日",1
"適可而止",1
"手到擒来",1
"叔度陂湖",1
"熟路轻车",1
"水天一色",1
"水长船高",1
"水涨船高",1
"顺风张帆",1
"胡越同舟",1
"化及豚鱼",1
"欢迸乱跳",1
"涣尔冰开",1
"挥戈退日",1
"回春妙手",1
"回肠伤气",1
"昏定晨省",1
"浑金白玉",1
"击楫中流",1
"机变如神",1
"急公好施",1
"嘉言善行",1
"架海金梁",1
"肩劳任怨",1
"云雨巫山",1
"自拔来归",1
"拜年",1
"班班",1
"美气",1
"抟心揖志",1
"推贤让能",1
"拖青纡紫",1
"唾手可得",1
"顽廉懦立",1
"忘啜废枕",1
"望其项背",1
"望影揣情",1
"微言大谊",1
"唯妙唯肖",1
"委曲求全",1
"位极人臣",1
"魏颗结草",1
"温凊定省",1
"文江学海",1
"文采风流",1
"文章钜公",1
"文经武略",1
"问一答十",1
"握发吐哺",1
"乌衣之游",1
"巫云楚雨",1
"无所不备",1
"无所畏惮",1
"无偏无陂",1
"渡江战役",1
"阳间",1
"唠扯",1
"老实巴交",1
"泪珠",1
"蒲柳",1
"嘁哩喀喳",1
"起誓",1
"契友",1
"千里驹",1
"恨相知晚",1
"双宿双飞",1
"思同再造",1
"打开天窗说亮话",1
"谆谆告诫",1
"无可讳言",1
"仇人快语",1
"精金良玉",1
"草木知威",1
"绝甘分少",1
"老骤伏枥",1
"迎头赶上",1
"大节不夺",1
"舍身求法",1
"志坚行苦",1
"推诚相信",1
"功薄蝉翼",1
"知之为知之",1
"民安国泰",1
"名不虚立",1
"名卿钜公",1
"明月清风",1
"磨形炼性",1
"目量意营",1
"沐仁浴义",1
"能言快说",1
"庖丁解牛",1
"让座",1
"容止",1
"形孤影只",1
"形影相随",1
"胸有邱壑",1
"悬灯结彩",1
"雪里送炭",1
"衙官屈宋",1
"言笑自若",1
"研精覃思",1
"燕歌赵舞",1
"阳春白雪",1
"夭桃襛李",1
"野鹤孤云",1
"私访",1
"素淡",1
"凤吟鸾吹",1
"凤翥龙骧",1
"凤采鸾章",1
"奉令承教",1
"佛头着粪",1
"扶正黜邪",1
"福无双至，祸不单行",1
"孚尹明达",1
"俯首弭耳",1
"黼国黻家",1
"负气含灵",1
"改恶为善",1
"乾净利落",1
"甘旨肥浓",1
"肝胆照人",1
"感今思昔",1
"钢浇铁铸",1
"高不凑低不就",1
"高材捷足",1
"高枕安寝",1
"高节清风",1
"高顾遐视",1
"割肚牵肠",1
"革故立新",1
"革旧从新",1
"根盘蒂结",1
"公正不阿",1
"供不应求",1
"推选",1
"人道主义",1
"人治",1
"认帐",1
"纫佩",1
"冗官",1
"入定",1
"思乡",1
"行不苟合",1
"形影相对",1
"胸有成算",1
"休戚与共",1
"雪窗萤火",1
"牙签锦轴",1
"言芳行洁",1
"研精毕智",1
"燕燕莺莺",1
"扬葩振藻",1
"夭桃穠李",1
"冶叶倡条",1
"逸韵高致",1
"立功赎罪",1
"超度",1
"成亲",1
"吃得来",1
"吃请",1
"情天孽海",1
"相依为命",1
"偷寒送暖",1
"感慨系之",1
"心烦技痒",1
"丝思发怨",1
"要而言之",1
"药石之言",1
"强作解人",1
"喷有烦言",1
"倾肠倒肚",1
"安然举首",1
"严以律己，宽以待人",1
"心小志大",1
"自食其力",1
"不避斧铽",1
"寒花晚节",1
"俭可养廉",1
"天人共鉴",1
"笔扫千军",1
"辨如悬河",1
"膘肥体壮",1
"别树一旗",1
"冰魂素魄",1
"兵藏武库，马入华山",1
"拨草瞻风",1
"伯乐一顾",1
"擘两分星",1
"不自满假",1
"不易之论",1
"不偏不党",1
"不蔓不支",1
"不磷不缁",1
"步步生莲华",1
"禅世雕龙",1
"拜辞",1
"拜堂",1
"棒儿香",1
"文君新醮",1
"带牛佩犊",1
"云程发轫",1
"粟红贯朽",1
"驳倒",1
"不患",1
"风行电掣",1
"逢机立断",1
"凤表龙姿",1
"凤翥鸾回",1
"凤仪兽舞",1
"奉如神明",1
"否往泰来",1
"扶老携幼",1
"负土成坟",1
"富国强民",1
"改行自新",1
"乾脆利落",1
"甘棠遗爱",1
"肝胆涂地",1
"感今怀昔",1
"高人逸士",1
"高自位置",1
"高官厚禄",1
"高情逸兴",1
"高义薄云天",1
"歌声绕梁",1
"革面革心",1
"革旧图新",1
"格高意远",1
"更进一竿",1
"公平无私",1
"公买公卖",1
"躬冒矢石",1
"共挽鹿车",1
"相好",1
"舍间",1
"申饬",1
"神人",1
"神异",1
"升迁",1
"盛服",1
"千里眼",1
"妙绝时人",1
"民康物阜",1
"名公钜人",1
"明人不做暗事",1
"鸣雁直木",1
"能上能下",1
"能写会算",1
"你追我趕",1
"凝脂点漆",1
"新陈代谢",1
"信念",1
"正面人物",1
"国色天姿",1
"驿寄梅花",1
"顽健",1
"王道",1
"长夜之饮",1
"相机行事",1
"因风吹火",1
"成竹在胸",1
"中立不倚",1
"献可替否",1
"地主之谊",1
"想望风采",1
"自信不疑",1
"笔下超生",1
"抓尖要强",1
"滔滔",1
"特产",1
"天子",1
"摧枯拉腐",1
"打拱作揖",1
"大好河山",1
"大笔如椽",1
"戴天蹐地",1
"戴圆履方",1
"单刀赴会",1
"胆大心小",1
"弹冠结绶",1
"蹈仁履义",1
"道骨仙风",1
"道貌凛然",1
"道头知尾",1
"得手应心",1
"砥节厉行",1
"地老天荒",1
"东南之秀",1
"回头",1
"从军",1
"莺俦燕侣",1
"至圣至明",1
"绝代佳人",1
"倾城倾国",1
"秀外愿中",1
"正品",1
"直溜",1
"哄堂大笑",1
"惊喜若狂",1
"笑容可掬",1
"求仁得仁",1
"奔头儿",1
"必定",1
"边式",1
"弱冠",1
"洒扫",1
"散闷",1
"傻乐",1
"赏赐",1
"上报",1
"上坟",1
"上人",1
"批风抹月",1
"披裘负薪",1
"破脑刳心",1
"七步成章",1
"妻梅子鹤",1
"骑驴吟灞上",1
"气壮河山",1
"气谊相投",1
"弃伪从真",1
"洽闻强记",1
"千古绝调",1
"千金一刻",1
"千秋人物",1
"千载一弹",1
"迁善远罪",1
"谦躬下士",1
"潜精积思",1
"磨砺",1
"默祷",1
"纳降",1
"猗猗",1
"艺术家",1
"裕如",1
"元老",1
"圆场",1
"岳家",1
"允洽",1
"活龙活现",1
"智者千虑，必有一失 ",1
"多行不义必自毙",1
"生死骨肉",1
"交口称誉　",1
"握手言欢　",1
"长命富贵　",1
"万寿无疆　",1
"珠玉在侧　",1
"十风五雨",1
"芝兰之室",1
"干云蔽日",1
"隋侯之珠",1
"物华天宝",1
"引绳切墨",1
"饮冰茹蘖",1
"隐若敌国",1
"应付裕如",1
"佣中佼佼",1
"有征无战",1
"褎然举首",1
"余妙绕梁",1
"余音绕梁",1
"渔人之利",1
"语妙天下",1
"玉宇琼楼",1
"玉洁松贞",1
"郁郁芊芊",1
"遇物持平",1
"渊渟岳立",1
"沅芷湘兰",1
"因势利导",1
"寻根究底",1
"与世偃仰",1
"虚左以待",1
"雍容闲雅",1
"措置裕如",1
"从令如流",1
"不痴不聋",1
"不甘雌伏",1
"料敌制胜",1
"琳琅触目",1
"流星趕月",1
"流脍人口",1
"柳下借阴",1
"柳腰莲脸",1
"柳亸莺娇",1
"六通四达",1
"龙血凤髓",1
"龙神马壮",1
"龙跳虎伏",1
"龙盘凤舞",1
"龙举云属",1
"龙腾虎踯",1
"龙骧麟振",1
"镂冰雕琼",1
"鲁阳挥日",1
"路见不平，拔刀相救",1
"露红烟紫",1
"露纂雪钞",1
"鸾翔凤翥",1
"鸾翱凤翥",1
"闾阎扑地",1
"履汤蹈火",1
"没齿难忘",1
"猛虎插翅",1
"靡然乡风",1
"如山压卵",1
"如花似朵",1
"如饥如渴",1
"如汤泼雪",1
"如胶如漆",1
"入圣超凡",1
"三年化碧",1
"三贞九烈",1
"三清四白",1
"三头六证",1
"三釁三浴",1
"桑弧蒿矢",1
"山餚海错",1
"善有善报，恶有恶报",1
"赏立诛必",1
"上下一心",1
"身先士众",1
"深耕易耨",1
"神至之笔",1
"神到之笔",1
"神飞气扬",1
"神意自若",1
"升官发财",1
"望族",1
"钜学鸿生",1
"捐金抵璧",1
"决胜千里",1
"君子之交淡如水",1
"骏骨牵盐",1
"开物成务",1
"开雾睹天",1
"侃侃谔谔",1
"渴骥奔泉",1
"刻骨镂心",1
"口服心服",1
"枯木发荣",1
"刳肝沥胆",1
"夸父逐日",1
"款款深深",1
"岿然独存",1
"来者勿拒",1
"烂若舒锦",1
"浪酒閒茶",1
"乐而不淫",1
"雷嗔电怒",1
"磊落飒爽",1
"冷嘲热骂",1
"离世绝俗",1
"梨花带雨",1
"沥胆披肝",1
"栎阳雨金",1
"连更彻夜",1
"怜香惜玉",1
"量金买赋",1
"两相情原",1
"寥若晨星",1
"见贤思齐",1
"舍已救人",1
"不愧屋漏",1
"特立独行",1
"囊茧照读",1
"倾耳注目",1
"不愧不作",1
"铁面御史",1
"粗衣粝食",1
"仁心仁闻",1
"温良恭俭让",1
"山高水长",1
"以沫相濡",1
"同生死，共存亡",1
"相视而笑，莫逆于心",1
"踔绝之能",1
"风流才子",1
"南州冠冕",1
"淑质英才",1
"贤良方正",1
"以一持万",1
"挥洒自如",1
"见经识经",1
"剑及履及",1
"渐至佳境",1
"降心下气",1
"交相辉映",1
"较德焯勤",1
"洁身自爱",1
"截发留宾",1
"解衣槃磅",1
"借身报仇",1
"金玉之言",1
"金石良言",1
"金相玉振",1
"金榜挂名",1
"金声玉色",1
"金镳玉辔",1
"锦胸绣口",1
"锦绣河山",1
"进可替否",1
"进退履绳",1
"进善惩奸",1
"进贤拔能",1
"进贤黜佞",1
"禁中颇牧",1
"惊天地泣鬼神",1
"景星庆云",1
"救苦弭灾",1
"救饥拯溺",1
"鞠躬君子",1
"志得意满",1
"智者千虑，或有一失",1
"钟鼓之色",1
"众人拾柴火焰高",1
"重望高名",1
"朱衣点头",1
"诛故贳误",1
"珠规玉矩",1
"珠还合浦",1
"铢称寸量",1
"逐电追风",1
"劚玉如泥",1
"拄颊看山",1
"铸山煮海",1
"专心一志",1
"壮发冲冠",1
"追风掣电",1
"卓乎不群",1
"斫彫为朴",1
"孜孜无倦",1
"足兵足食",1
"足蹈手舞",1
"俎樽折冲",1
"醉吐相茵",1
"樽酒论文",1
"坐卧不离",1
"坐拥百城",1
"驷马仰秣",1
"松形鹤骨",1
"松萝共倚",1
"颂德歌功",1
"夙兴夜寐",1
"随车甘雨",1
"随高逐低",1
"遂心如意",1
"损己利人",1
"骀背鹤发",1
"泰山压卵",1
"谈不容口",1
"滔滔滚滚",1
"桃之夭夭",1
"桃李成蹊",1
"桃红柳绿",1
"腾焰飞芒",1
"梯愚入圣",1
"体恤入微",1
"替天行道",1
"擿奸发伏",1
"天下无难事，只怕有心人",1
"天生地设",1
"天高听下",1
"天从人原",1
"条分节解",1
"铁板钉钉",1
"铁笔无私",1
"铁嘴钢牙",1
"通文达理",1
"通幽洞灵",1
"通书达礼",1
"痌瘝在抱",1
"同心叶力",1
"同心毕力",1
"同德一心",1
"铜围铁马",1
"投桃之报",1
"独胆英雄",1
"断决如流",1
"对景挂画",1
"多材多艺",1
"多艺多才",1
"搤臂啮指",1
"迩安远至",1
"犯而不校",1
"方员可施",1
"丰功懿德",1
"风禾尽起",1
"贺信",1
"红艳艳",1
"候教",1
"敌焰",1
"弟兄",1
"培植",1
"种仁",1
"竹枝词",1
"主力",1
"助战",1
"妆新",1
"追怀",1
"追寻",1
"捉刀",1
"着实",1
"沁入心脾",1
"轻死重义",1
"轻财好施",1
"清风高节",1
"情深义重",1
"取义成仁",1
"全智全能",1
"确乎不拔",1
"人逢喜事精神爽",1
"仁人志士",1
"任怨任劳",1
"日角偃月",1
"日就月将",1
"荣宗耀祖",1
"亲笔",1
"钦定",1
"情歌",1
"情事",1
"请缨",1
"析肝沥悃",1
"惜客好义",1
"洗耳拱听",1
"霞姿月韵",1
"仙风道格",1
"掀天动地",1
"鲜眉亮眼",1
"闲情别致",1
"涎玉沫珠",1
"显祖扬宗",1
"相忘形骸",1
"响彻云表",1
"心细如发",1
"心灵性巧",1
"信手拈来",1
"兴会淋漓",1
"摧锋陷坚",1
"达官贵要",1
"打破砂锅璺到底",1
"大塊文章",1
"待月西厢",1
"戴笠故交",1
"丹书白马",1
"殚精竭力",1
"蹈汤赴火",1
"道同义合",1
"得其所哉",1
"德尊望重",1
"砥砺名号",1
"刁钻促搯",1
"雕章镂句",1
"跌荡不羁",1
"顶踵尽捐",1
"东床佳婿",1
"讨俏",1
"醍醐",1
"天幸",1
"田园诗",1
"屦及剑及",1
"君子成人之美",1
"开口见喉咙",1
"克肩一心",1
"扣楫中流",1
"快人快性",1
"匡救弥缝",1
"琨玉秋霜",1
"拉朽摧枯",1
"牢甲利兵",1
"乐而忘死",1
"乐退安贫",1
"乐善不倦",1
"磊磊落落",1
"利喙赡辞",1
"沥胆濯肝",1
"砺世摩钝",1
"连枝比翼",1
"怜贫惜老",1
"敛声屏气",1
"炼石补天",1
"两小无猜",1
"量力而为",1
"刚毅木讷",1
"先人后已",1
"风骨峭峻",1
"目不邪视",1
"驽马十驾",1
"舍死忘生",1
"沉潜刚克",1
"褒善贬恶",1
"和额悦色",1
"济弱扶倾",1
"助我张目",1
"休戚相关",1
"血肉相连",1
"看杀卫玠",1
"能者多劳",1
"三寸之舌",1
"耳听八方",1
"缱绻",1
"亲知",1
"倾谈",1
"守成",1
"夕惕朝乾",1
"犀燃烛照",1
"下情上达",1
"仙姿佚貌",1
"贤母良妻",1
"相庄如宾",1
"像心如意",1
"逍遥自得",1
"孝子顺孙",1
"心甘情原",1
"心如古井",1
"心悦神怡",1
"心旷神愉",1
"欣然自得",1
"平易近民",1
"破涕成笑",1
"剖心析胆",1
"欹嵚历落",1
"其应如响",1
"琪花玉树",1
"气骄志满",1
"弃书捐剑",1
"千里一曲",1
"千金一诺",1
"前不见古人，后不见来者",1
"潜光隐德",1
"民智",1
"名学",1
"众生",1
"重听",1
"逐北",1
"转生",1
"装饰",1
"追问",1
"坠落",1
"拙笔",1
"着凉",1
"爱如己出",1
"安心乐业",1
"安宅正路",1
"昂首挺胸",1
"昂霄耸壑",1
"鳌掷鲸呿",1
"八面受敌",1
"拔萃出群",1
"白骨再肉",1
"白水鉴心",1
"百川归海",1
"百花生日",1
"百世不磨",1
"斑衣戏彩",1
"宝刀不老",1
"保泰持盈",1
"抱表寝绳",1
"抱椠怀铅",1
"本固邦宁",1
"志满气得",1
"治郭安邦",1
"智周万物",1
"鸷鸟将击，卑飞敛翼",1
"中流一壸",1
"忠驱义感",1
"众星拱北",1
"周公吐哺",1
"朱脣粉面",1
"朱颜翠发",1
"珠光宝气",1
"珠围翠绕",1
"珠璧交辉",1
"铢累寸积",1
"祝哽祝噎",1
"铸甲销戈",1
"转日回天",1
"追风蹑景",1
"谆谆告戒",1
"卓尔独行",1
"字顺文从",1
"足食丰衣",1
"醉酒饱德",1
"遵道秉义",1
"作小服低",1
"坐薪尝胆",1
"爱人儿",1
"安神",1
"见义当为",1
"建功立业",1
"降尊临卑",1
"皦短心长",1
"衔沙填海",1
"洁己从公",1
"今夕何夕",1
"金口御言",1
"金石至交",1
"金相玉式",1
"金刚眼睛",1
"金碧辉映",1
"金浆玉液",1
"金断觿决",1
"锦片前程",1
"锦绣山河",1
"进善退恶",1
"进贤用能",1
"进贤达能",1
"井井有法",1
"警愦觉聋",1
"京兆画眉",1
"敬贤重士",1
"救火扬沸",1
"救难解危",1
"居安虑危",1
"正义战争",1
"挚敬",1
"英次飒爽",1
"说笑自若",1
"一块石头落了地",1
"大梦初醒",1
"了如指掌",1
"高枕而卧",1
"眉开跟笑",1
"喜跃抃舞",1
"陶情适性",1
"意气扬扬",1
"保不定",1
"奔袭",1
"必须",1
"冬温夏凊",1
"洞幽烛远",1
"斗酒百篇",1
"睹著知微",1
"杜断房谋",1
"多情多义",1
"噩噩浑浑",1
"飞鸾翔凤",1
"废寝忘餐",1
"奋发踔厉",1
"丰功厚利",1
"风月无涯",1
"后起",1
"嫡亲",1
"抵掌",1
"地下党",1
"良人",1
"流丽",1
"仙子",1
"润资",1
"撒手锏",1
"嫂子",1
"善感",1
"商约",1
"赏钱",1
"上缴",1
"平衍",1
"林下风韵",1
"麟角虎翅",1
"玲珑透漏",1
"流水不腐，户枢不蠹",1
"流连忘反",1
"流离转徙",1
"柳门竹巷",1
"柳暖花春",1
"柳影花阴",1
"六街三市",1
"龙去鼎湖",1
"龙威燕颔",1
"龙飞凤翔",1
"龙章秀骨",1
"龙翔凤翥",1
"龙德在田",1
"龙翰凤雏",1
"龙蛰蠖屈",1
"龙腾虎踞",1
"龙骧虎步",1
"镂心呕血",1
"镂金错采",1
"陆离斑驳",1
"鹿裘不完",1
"路无拾遗",1
"鸾交凤友",1
"鸾飞凤舞",1
"鸾俦凤侣",1
"马上得天下",1
"麦秀两歧",1
"满座风生",1
"没世无闻",1
"化腐为奇",1
"怀珠抱玉",1
"涣若冰释",1
"黄人捧日",1
"黄钟大吕",1
"辉光日新",1
"回乾就湿",1
"诲人不惓",1
"浑然天成",1
"活蹦活跳",1
"激薄停浇",1
"计行言听",1
"颊上三毫",1
"鼓舞欢忻",1
"顾盼神飞",1
"挂灯结彩",1
"关门打狗",1
"鳏鱼渴凤",1
"光彩陆离",1
"广开言路",1
"归真反朴",1
"龟龄鹤算",1
"规贤矩圣",1
"刿目鉥心",1
"果熟蒂落",1
"含辛忍苦",1
"含垢纳汙",1
"含章挺生",1
"汗牛充栋",1
"好模好样",1
"好谋善断",1
"合胆同心",1
"河沙世界",1
"河清人寿",1
"河溓海夷",1
"鹤骨松姿",1
"衡石程书",1
"宏才大略",1
"闳识孤怀",1
"鸿篇钜制",1
"胡天胡地",1
"师兄",1
"施诊",1
"识荆",1
"世界主义",1
"娇娃",1
"金链",1
"津津",1
"涂歌里抃",1
"土阶茅茨",1
"吐食握发",1
"兔走鹘落",1
"推己及物",1
"推梨让枣",1
"退旅进旅",1
"脱手弹丸",1
"王公大人",1
"忘生舍死",1
"望梅止渴",1
"望尘追迹",1
"危言高论",1
"煨乾避湿",1
"违利赴名",1
"围城打援",1
"嵬眼澒耳",1
"温枕扇席",1
"文人无行",1
"文昭武穆",1
"文搜丁甲",1
"文献之家",1
"闻所未闻",1
"闻风响应",1
"汶阳田反",1
"我醉欲眠",1
"屋上乌",1
"无以塞责",1
"无可比象",1
"无名之朴",1
"无拘无碍",1
"无所不及",1
"无所回避",1
"无师自通",1
"无胫而走",1
"无为而治",1
"头油",1
"推脱",1
"十雨五风",1
"十载寒窗",1
"识文谈字",1
"识微见远",1
"拾带重还",1
"食不重味",1
"食甘寝安",1
"视死如生",1
"视微知著",1
"誓同生死",1
"適性忘虑",1
"手不释书",1
"首善之区",1
"书香人家",1
"输肝剖胆",1
"束修自好",1
"鉥肝刿肾",1
"水火不避",1
"水佩风裳",1
"顺天从人",1
"顺风扯帆",1
"死诸葛能走生仲达",1
"四通八达",1
"辩护士",1
"饼子",1
"波尔卡",1
"伯祖母",1
"补情",1
"不错眼",1
"不顾",1
"不失为",1
"少艾",1
"舍亲",1
"神物",1
"生息",1
"胜利果实",1
"恺悌",1
"剿灭",1
"阶级观点",1
"优遇",1
"游侠",1
"朝贡",1
"持家",1
"壁间蛇影",1
"辩口利辞",1
"标新竞异",1
"别开蹊径",1
"冰寒於水",1
"兵销革偃",1
"并疆兼巷",1
"博览五车",1
"不刊之论",1
"不染一尘",1
"不爽毫发",1
"材士练兵",1
"远怀近集",1
"岳岳荦荦",1
"云过天空",1
"张公吃酒李公颠",1
"真独简贵",1
"震古铄今",1
"正大堂煌",1
"直言正色",1
"妙算神机",1
"民富国彊",1
"明公正道",1
"鸣鹤之应",1
"摩顶放踵",1
"目牛无全",1
"难分难解",1
"能伸能屈",1
"牛角书生",1
"十年磨剑",1
"时来运转",1
"识时达变",1
"食鱼遇鯖",1
"使贤任能",1
"事捷功倍",1
"视下如伤",1
"誓死不屈",1
"適如其分",1
"疏财重义",1
"熟路轻辙",1
"水来土掩",1
"水尽山穷",1
"说一是一，说二是二",1
"死中求生",1
"死里求生",1
"四海昇平",1
"鼓乐齐鸣",1
"观隅反三",1
"贯斗双龙",1
"光车骏马",1
"光焰万丈",1
"归十归一",1
"瑰意奇行",1
"鬼工雷斧",1
"国耳忘家",1
"海盟山咒",1
"含仁怀义",1
"含垢包羞",1
"含宫咀徵",1
"含瑕积垢",1
"寒泉之思",1
"好天良夜",1
"河山之德",1
"河清海晏",1
"涸鱼得水",1
"鹤鸣之士",1
"横眉吐气",1
"横从穿贯",1
"轰天烈地",1
"闳言高论",1
"鸿爪春泥",1
"鸿轩凤翥",1
"鸿图华构",1
"后浪催前浪",1
"师父",1
"诗篇",1
"十七勇士",1
"实地",1
"试看",1
"逝世",1
"化日光天",1
"怀银纡紫",1
"欢忭鼓舞",1
"焕然如新",1
"黄金世界",1
"挥日阳戈",1
"隳肝尝胆",1
"毁家纾国",1
"魂飞目断",1
"击碎唾壶",1
"肌劈理解",1
"极情尽致",1
"际遇风云",1
"骥子龙文",1
"嘉言善状",1
"架海金樑",1
"冬日可爱",1
"白头偕老",1
"张敞画眉",1
"吃着不尽",1
"拜把子",1
"拜扫",1
"班师",1
"途途是道",1
"吐心吐胆",1
"吐胆倾心",1
"抟心壹志",1
"推食解衣",1
"推燥居湿",1
"拖金委紫",1
"唾地成文",1
"外简内明",1
"望断白云",1
"微察秋毫",1
"为裘为箕",1
"违世乖俗",1
"惟力是视",1
"委委佗佗",1
"温席扇枕",1
"文弛武玩",1
"文治武力",1
"文章经济",1
"文经武纬",1
"闻一知二",1
"闻风而兴",1
"问十道百",1
"问罪之师",1
"握素披黄",1
"握发吐飧",1
"乌衣子弟",1
"无可不可",1
"无所不尽其极",1
"无偏无倚",1
"叠韵",1
"洞房",1
"对歌",1
"唠嗑",1
"谊切苔岑",1
"以手加额",1
"脱口而出",1
"言近指远",1
